ID,YEAR,REPORTED_DATE,REPORTED_TIME,OCCURRENCE_DATE,OCCURRENCE_TIME,OCCURRENCE_WEEKDAY,HATE_CRIME_TYPE,PRIMARY_HATE_CRIME_MOTIVATION,HATE_CRIME_INDICATOR,PRIMARY_UCR,PRIMARY_Offence,CCJS_CLEARANCE,ONS_NEIGHBOURHOOD_2019,CITY ,PROVINCE,COUNTRY,OTTAWA_POLICE_SECTOR,OTTAWA_POLICE_DIVISION,CENSUS_TRACT_UNIQUE_ID,CENSUS_TRACT_NAME
294,2018,29-Jul-18,2331,29-Jul-18,2331,SUNDAY,Race/Ethnicity               ,Other Race/Ethnicity       ,HC CONFIRMED,1420,Assault With Weapon Or Cbh Lv2,Not Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050013.00,0013.00
325,2020,25-Dec-20,1518,4-Dec-20,1200,FRIDAY,Sexual Orientation           ,Other Sexual Orientation   ,HC CONFIRMED,1626,Harass Communications,Not Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050122.01,0122.01
445,2020,3-Jul-20,1008,2-Jul-20,2200,THURSDAY,Race/Ethnicity               ,South Asian                ,HC CONFIRMED,1627,Threats Utter To Person,Not Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050122.01,0122.01
482,2016,12-Sep-16,1026,12-Sep-16,1026,MONDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,2175,Mischief Cultural Property,Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050012.00,0012.00
484,2016,29-Sep-16,923,29-Sep-16,923,THURSDAY,Religion                     ,Muslim                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050011.01,0011.01
524,2020,11-Mar-20,855,10-Mar-20,1400,TUESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050013.00,0013.00
647,2019,1-Oct-19,2357,1-Oct-19,2357,TUESDAY,Religion                     ,Other Religion             ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050012.00,0012.00
650,2015,22-Jun-15,1759,22-Jun-15,1759,MONDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Overbrook - McArthur,Ottawa,ON,CAN,25,Central,5050012.00,0012.00
121,2015,3-Jun-15,756,3-Jun-15,756,WEDNESDAY,Race/Ethnicity               ,Arab/West Asian            ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Parkwood Hills - Stewart Farm,Ottawa,ON,CAN,17,West,5050131.02,0131.02
112,2017,23-Jun-17,1740,23-Jun-17,1740,FRIDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Pineview,Ottawa,ON,CAN,32,East,5050122.02,0122.02
464,2020,27-Jul-20,1648,27-Jul-20,1648,MONDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Pineview,Ottawa,ON,CAN,32,East,5050122.02,0122.02
77,2015,5-Aug-15,845,5-Aug-15,826,WEDNESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Playfair Park - Lynda Park - Guildwood Estates,Ottawa,ON,CAN,34,East,5050007.01,0007.01
252,2019,16-Apr-19,1443,16-Apr-19,135,TUESDAY,Religion                     ,Other Religion             ,HC CONFIRMED,2175,Mischief Cultural Property,Not Cleared,Playfair Park - Lynda Park - Guildwood Estates,Ottawa,ON,CAN,34,East,5050007.03,0007.03
289,2016,17-Nov-16,604,17-Nov-16,39,THURSDAY,Religion                     ,Jewish                     ,HC CONFIRMED,1627,Threats Utter To Person,Cleared,Playfair Park - Lynda Park - Guildwood Estates,Ottawa,ON,CAN,34,East,5050007.03,0007.03
292,2015,9-Oct-15,1514,9-Oct-15,1514,FRIDAY,Religion                     ,Jewish                     ,HC CONFIRMED,3770,Threats Letters,Cleared,Playfair Park - Lynda Park - Guildwood Estates,Ottawa,ON,CAN,34,East,5050007.03,0007.03
326,2018,17-May-18,108,17-May-18,45,THURSDAY,Religion                     ,Other Religion             ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Cleared,Playfair Park - Lynda Park - Guildwood Estates,Ottawa,ON,CAN,34,East,5050007.03,0007.03
359,2020,25-Feb-20,219,25-Feb-20,219,TUESDAY,Religion                     ,Other Religion             ,HC CONFIRMED,3540,Threats To Property/Animal,Cleared,Playfair Park - Lynda Park - Guildwood Estates,Ottawa,ON,CAN,34,East,5050007.03,0007.03
566,2018,16-Mar-18,1023,15-Mar-18,2130,THURSDAY,Religion                     ,Other Religion             ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,Playfair Park - Lynda Park - Guildwood Estates,Ottawa,ON,CAN,34,East,5050007.03,0007.03
54,2015,24-Jun-15,1453,23-Jun-15,1600,TUESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.10,0171.10
76,2015,29-Apr-15,1100,17-Apr-15,830,FRIDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2140,Theft <Bicycle,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.07,0171.07
192,2016,5-Sep-16,953,5-Sep-16,953,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.07,0171.07
241,2018,30-Jul-18,1503,30-Jul-18,1503,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.09,0171.09
341,2020,13-Jun-20,1717,12-Jun-20,2130,FRIDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,2140,Theft <$5000,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.09,0171.09
423,2018,7-Jun-18,1628,7-Jun-18,1628,THURSDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.10,0171.10
431,2018,3-Aug-18,1245,2-Aug-18,2300,THURSDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC SUSPECTED,2170,Mischief To Property,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.10,0171.10
444,2016,6-Jul-16,1147,6-Jul-16,1147,WEDNESDAY,Religion                     ,Muslim                     ,HC CONFIRMED,3718,Terrorism Advocate-Promote,Not Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.10,0171.10
479,2020,1-Jul-20,143,30-Jun-20,1705,TUESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.09,0171.09
562,2019,27-Oct-19,45,26-Oct-19,2235,SATURDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,1430,Assault Level 1,Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.07,0171.07
611,2020,8-Feb-20,1041,7-Feb-20,1600,FRIDAY,Religion                     ,Muslim                     ,HC SUSPECTED,1627,Threats Utter To Person,Cleared,Portobello South,Ottawa,ON,CAN,31,East,5050171.09,0171.09
228,2017,2-Aug-17,1641,2-Aug-17,1641,WEDNESDAY,Race/Ethnicity               ,White                      ,HC SUSPECTED,2170,Mischief To Property,Cleared,Qualicum - Redwood Park,Ottawa,ON,CAN,15,West,5050027.00,0027.00
240,2018,13-Apr-18,1827,13-Apr-18,1827,FRIDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Qualicum - Redwood Park,Ottawa,ON,CAN,15,West,5050027.00,0027.00
267,2018,17-Apr-18,747,17-Apr-18,747,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Qualicum - Redwood Park,Ottawa,ON,CAN,15,West,5050027.00,0027.00
393,2018,3-Apr-18,1139,2-Apr-18,500,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Cleared,Qualicum - Redwood Park,Ottawa,ON,CAN,15,West,5050027.00,0027.00
182,2017,18-Jul-17,1719,16-Jul-17,900,SUNDAY,Religion                     ,Catholic                   ,HC CONFIRMED,2176,Mischief Religious Property,Not Cleared,Queenswood Heights,Ottawa,ON,CAN,31,East,5050170.03,0170.03
225,2017,5-Sep-17,746,1-Sep-17,1800,FRIDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Queenswood Heights,Ottawa,ON,CAN,31,East,5050170.04,0170.04
230,2017,18-Apr-17,2030,18-Apr-17,2030,TUESDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC SUSPECTED,2170,Mischief To Property,Not Cleared,Queenswood Heights,Ottawa,ON,CAN,31,East,5050170.04,0170.04
283,2018,8-Jul-18,1215,8-Jul-18,1215,SUNDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Richmond,Ottawa,ON,CAN,12,West,5050151.03,0151.03
581,2017,1-Jul-17,1357,1-Jul-17,1356,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Richmond,Ottawa,ON,CAN,12,West,5050151.03,0151.03
258,2019,27-Jul-19,1221,27-Jul-19,1221,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Rideau Crest - Davidson Heights,Ottawa,ON,CAN,16,West,5050141.08,0141.08
303,2019,17-Sep-19,940,16-Sep-19,1710,MONDAY,Race/Ethnicity               ,East And Southeast Asian   ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Rideau Crest - Davidson Heights,Ottawa,ON,CAN,16,West,5050141.09,0141.09
368,2020,10-Apr-20,1030,9-Apr-20,1305,THURSDAY,Race/Ethnicity               ,Other Race/Ethnicity       ,HC CONFIRMED,1430,Assault Level 1,Not Cleared,Rideau Crest - Davidson Heights,Ottawa,ON,CAN,16,West,5050141.08,0141.08
196,2016,23-Jul-16,1018,23-Jul-16,1018,SATURDAY,Race/Ethnicity               ,Other Race/Ethnicity       ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside Park,Ottawa,ON,CAN,34,East,5050003.00,0003.00
245,2018,1-Aug-18,1906,31-Jul-18,1700,TUESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside Park,Ottawa,ON,CAN,34,East,5050003.00,0003.00
425,2018,1-Aug-18,1636,1-Aug-18,1636,WEDNESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside Park,Ottawa,ON,CAN,34,East,5050003.00,0003.00
453,2016,11-Aug-16,332,11-Aug-16,332,THURSDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,3560,Public Incitement Of Hatred,Not Cleared,Riverside Park,Ottawa,ON,CAN,34,East,5050003.00,0003.00
246,2018,1-Aug-18,937,1-Aug-18,937,WEDNESDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.06,0126.06
301,2019,22-Nov-19,1443,21-Nov-19,1520,THURSDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,1430,Assault Level 1,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.05,0126.05
397,2020,18-Feb-20,1034,14-Feb-20,1830,FRIDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.05,0126.05
491,2015,7-May-15,1051,6-May-15,2100,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.04,0126.04
532,2020,5-Jun-20,918,5-Jun-20,825,FRIDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.05,0126.05
591,2019,10-Jun-19,624,10-Jun-19,624,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.05,0126.05
594,2019,25-Jun-19,923,24-Jun-19,1800,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.06,0126.06
604,2020,18-Feb-20,1532,18-Feb-20,1532,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Riverside South - Leitrim,Ottawa,ON,CAN,35,East,5050126.05,0126.05
272,2018,13-Aug-18,857,10-Aug-18,1800,FRIDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Rockcliffe Park,Ottawa,ON,CAN,25,Central,5050110.00,0110.00
515,2020,26-Aug-20,1122,26-Aug-20,1122,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Rockcliffe Park,Ottawa,ON,CAN,25,Central,5050110.00,0110.00
388,2018,19-May-18,1225,15-May-18,1800,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Rothwell Heights - Beacon Hill North,Ottawa,ON,CAN,32,East,5050120.03,0120.03
605,2019,20-Aug-19,1811,20-Aug-19,905,TUESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Rothwell Heights - Beacon Hill North,Ottawa,ON,CAN,32,East,5050120.03,0120.03
14,2019,17-Sep-19,2235,17-Sep-19,2235,TUESDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC SUSPECTED,1627,Threats Utter To Person,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050051.00,0051.00
18,2020,24-Jun-20,1050,10-Jun-20,2000,WEDNESDAY,Race/Ethnicity               ,South Asian                ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050053.00,0053.00
49,2018,3-Apr-18,1812,3-Apr-18,1812,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
134,2017,30-Jun-17,2218,30-Jun-17,2218,FRIDAY,Race/Ethnicity               ,Black                      ,HC SUSPECTED,1627,Threats Utter To Person,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
180,2017,15-Jun-17,1225,14-Jun-17,0,WEDNESDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050052.00,0052.00
222,2019,8-Jan-19,1022,8-Jan-19,1002,TUESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,1430,Assault Level 1,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
236,2017,9-Dec-17,1302,8-Dec-17,2300,FRIDAY,Race/Ethnicity               ,Multiple Races/Ethnicities ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050052.00,0052.00
253,2020,23-Mar-20,142,23-Mar-20,142,MONDAY,Religion                     ,Catholic                   ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
254,2020,5-Feb-20,1133,4-Feb-20,1720,TUESDAY,Religion                     ,Catholic                   ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
271,2018,4-May-18,1003,4-May-18,100,FRIDAY,Race/Ethnicity               ,Multiple Races/Ethnicities ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
282,2017,21-Oct-17,1449,2-Aug-17,1423,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050052.00,0052.00
286,2020,4-Mar-20,1613,4-Mar-20,1613,WEDNESDAY,Religion                     ,Muslim                     ,HC SUSPECTED,3718,Terrorism Advocate-Promote,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
321,2020,18-Oct-20,1502,18-Oct-20,1502,SUNDAY,Race/Ethnicity               ,Black                      ,HC SUSPECTED,2170,Mischief To Property,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
323,2020,25-Nov-20,1507,19-Nov-20,1445,THURSDAY,Race/Ethnicity               ,Aboriginal                 ,HC SUSPECTED,1626,Harass Communications,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
355,2019,22-Jul-19,1311,19-Jul-19,1825,FRIDAY,Race/Ethnicity               ,South Asian                ,HC SUSPECTED,1430,Assault Level 1,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050053.00,0053.00
356,2020,12-Dec-20,1512,12-Dec-20,1340,SATURDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,1430,Assault Level 1,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
358,2019,21-Aug-19,946,21-Aug-19,946,WEDNESDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,1420,Assault With Weapon Or Cbh Lv2,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050053.00,0053.00
396,2017,27-Oct-17,1708,27-Oct-17,1030,FRIDAY,Race/Ethnicity               ,East And Southeast Asian   ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
405,2020,10-Jan-20,1402,10-Jan-20,1355,FRIDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
472,2018,4-May-18,834,4-May-18,834,FRIDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
480,2018,16-Apr-18,952,15-Apr-18,2330,SUNDAY,Race/Ethnicity               ,Other Race/Ethnicity       ,HC SUSPECTED,2120,B&E Non-Res.Prop/Commercial,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
522,2019,6-Oct-19,1645,6-Oct-19,1625,SUNDAY,Race/Ethnicity               ,East And Southeast Asian   ,HC CONFIRMED,1627,Threats Utter To Person,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
525,2020,27-Oct-20,1103,24-Oct-20,2000,SATURDAY,Race/Ethnicity               ,Black                      ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
550,2019,2-Oct-19,1229,27-Sep-19,1400,FRIDAY,Religion                     ,Catholic                   ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050053.00,0053.00
551,2019,5-Oct-19,1504,5-Oct-19,1504,SATURDAY,Religion                     ,Other Religion             ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
563,2018,8-Nov-18,1934,8-Nov-18,1934,THURSDAY,Religion                     ,Other Religion             ,HC SUSPECTED,2110,Fire Arson Property Damage,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
608,2019,24-Oct-19,1338,24-Oct-19,900,THURSDAY,Religion                     ,Unknown Religion           ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050054.00,0054.00
613,2019,28-Oct-19,1040,28-Oct-19,1040,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
623,2017,29-Oct-17,1404,29-Oct-17,1404,SUNDAY,Race/Ethnicity               ,South Asian                ,HC CONFIRMED,1430,Assault Level 1,Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050050.00,0050.00
633,2019,18-Oct-19,1521,16-Oct-19,1700,WEDNESDAY,Religion                     ,Other Religion             ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,Sandy Hill,Ottawa,ON,CAN,24,Central,5050053.00,0053.00
263,2020,11-Jul-20,919,11-Jul-20,919,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Skyline - Fisher Heights,Ottawa,ON,CAN,17,West,5050023.02,0023.02
353,2020,9-Jan-20,1235,9-Jan-20,1030,THURSDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Skyline - Fisher Heights,Ottawa,ON,CAN,17,West,5050132.00,0132.00
379,2015,26-Nov-15,1510,26-Nov-15,1500,THURSDAY,Race/Ethnicity               ,Arab/West Asian            ,HC CONFIRMED,3770,Threats Letters,Not Cleared,Skyline - Fisher Heights,Ottawa,ON,CAN,17,West,5050132.00,0132.00
367,2019,20-Feb-19,1732,20-Feb-19,1550,WEDNESDAY,Religion                     ,Muslim                     ,HC CONFIRMED,1430,Assault Level 1,Not Cleared,South Keys - Greenboro West,Ottawa,ON,CAN,35,East,5050001.04,0001.04
415,2019,27-Jun-19,2215,27-Jun-19,2045,THURSDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC SUSPECTED,2170,Mischief To Property,Not Cleared,South Keys - Greenboro West,Ottawa,ON,CAN,35,East,5050001.04,0001.04
436,2015,27-Oct-15,1729,27-Oct-15,1715,TUESDAY,Religion                     ,Muslim                     ,HC CONFIRMED,1430,Assault Level 1,Not Cleared,South Keys - Greenboro West,Ottawa,ON,CAN,35,East,5050001.04,0001.04
486,2019,9-Mar-19,1641,9-Mar-19,1641,SATURDAY,Race/Ethnicity               ,South Asian                ,HC CONFIRMED,1420,Assault With Weapon Or Cbh Lv2,Not Cleared,South Keys - Greenboro West,Ottawa,ON,CAN,35,East,5050001.04,0001.04
487,2018,18-Nov-18,910,18-Nov-18,910,SUNDAY,Race/Ethnicity               ,Multiple Races/Ethnicities ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,South Keys - Greenboro West,Ottawa,ON,CAN,35,East,5050001.05,0001.05
530,2018,14-Mar-18,2247,14-Mar-18,2247,WEDNESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,1430,Assault Level 1,Cleared,South Keys - Greenboro West,Ottawa,ON,CAN,35,East,5050001.04,0001.04
557,2018,27-Aug-18,1116,26-Aug-18,2200,SUNDAY,Religion                     ,Muslim                     ,HC SUSPECTED,2140,Theft <From Vehicle,Not Cleared,South Keys - Greenboro West,Ottawa,ON,CAN,35,East,5050001.05,0001.05
56,2017,12-Jun-17,933,9-Jun-17,2100,FRIDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.04,0151.04
59,2020,29-Oct-20,1025,23-Oct-20,1700,FRIDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.04,0151.04
239,2018,23-Jun-18,1157,23-Jun-18,1157,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.07,0151.07
279,2018,20-Jun-18,1705,20-Jun-18,1705,WEDNESDAY,Race/Ethnicity               ,Multiple Races/Ethnicities ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.07,0151.07
469,2020,4-Oct-20,1130,3-Oct-20,2359,SATURDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2140,Theft <$5000,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.05,0151.05
470,2020,5-Oct-20,1007,3-Oct-20,2300,SATURDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2140,Theft <$5000,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.05,0151.05
508,2018,9-Aug-18,1056,9-Aug-18,1056,THURSDAY,Race/Ethnicity               ,Multiple Races/Ethnicities ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.04,0151.04
568,2020,17-Oct-20,1012,17-Oct-20,1012,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.07,0151.07
571,2020,4-Sep-20,750,4-Sep-20,750,FRIDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stittsville,Ottawa,ON,CAN,13,West,5050151.06,0151.06
20,2017,1-Oct-17,1824,29-Sep-17,1820,FRIDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Stonebridge - Halfmoon Bay - Heart's Desire,Ottawa,ON,CAN,16,West,5050141.15,0141.15
476,2018,23-Oct-18,1329,10-Oct-18,1305,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stonebridge - Halfmoon Bay - Heart's Desire,Ottawa,ON,CAN,16,West,5050141.15,0141.15
477,2018,11-Dec-18,1707,11-Dec-18,845,TUESDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Stonebridge - Halfmoon Bay - Heart's Desire,Ottawa,ON,CAN,16,West,5050141.12,0141.12
490,2015,23-Dec-15,1636,22-Dec-15,1900,TUESDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2120,B&E Residential Property,Not Cleared,Stonebridge - Halfmoon Bay - Heart's Desire,Ottawa,ON,CAN,16,West,5050141.15,0141.15
584,2019,30-Apr-19,928,30-Apr-19,928,TUESDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC CONFIRMED,2170,Mischief To Property,Not Cleared,Stonebridge - Halfmoon Bay - Heart's Desire,Ottawa,ON,CAN,16,West,5050141.15,0141.15
637,2016,11-Oct-16,741,11-Oct-16,741,TUESDAY,Race/Ethnicity               ,Multiple Races/Ethnicities ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Trend-Arlington,Ottawa,ON,CAN,15,West,5050135.02,0135.02
15,2016,11-Apr-16,742,10-Apr-16,1400,SUNDAY,Race/Ethnicity               ,Arab/West Asian            ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Vanier North,Ottawa,ON,CAN,25,Central,5050104.00,0104.00
