ID,YEAR,REPORTED_DATE,REPORTED_TIME,OCCURRENCE_DATE,OCCURRENCE_TIME,OCCURRENCE_WEEKDAY,HATE_CRIME_TYPE,PRIMARY_HATE_CRIME_MOTIVATION,HATE_CRIME_INDICATOR,PRIMARY_UCR,PRIMARY_Offence,CCJS_CLEARANCE,ONS_NEIGHBOURHOOD_2019,CITY ,PROVINCE,COUNTRY,OTTAWA_POLICE_SECTOR,OTTAWA_POLICE_DIVISION,CENSUS_TRACT_UNIQUE_ID,CENSUS_TRACT_NAME
25,2018,23-Jan-18,258,1-Jan-18,240,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Vanier North,Ottawa,ON,CAN,25,Central,5050103.00,0103.00
371,2017,10-May-17,831,10-May-17,831,WEDNESDAY,Religion                     ,Muslim                     ,HC CONFIRMED,1627,Threats Utter To Person,Cleared,Vanier North,Ottawa,ON,CAN,25,Central,5050104.00,0104.00
540,2018,30-Aug-18,1853,30-Aug-18,1750,THURSDAY,Sexual Orientation           ,Homosexual (Lesbian Or Gay),HC SUSPECTED,1625,Harass Stalking,Cleared,Vanier South,Ottawa,ON,CAN,25,Central,5050100.00,0100.00
334,2020,16-Jun-20,1046,10-Jun-20,1200,WEDNESDAY,Religion                     ,Catholic                   ,HC CONFIRMED,2120,B&E Non-Res.Prop/Commercial,Not Cleared,Vars,Ottawa,ON,CAN,37,East,5050171.03,0171.03
34,2019,16-Apr-19,1303,16-Apr-19,1303,TUESDAY,Race/Ethnicity               ,Multiple Races/Ethnicities ,HC CONFIRMED,2170,Mischief To Property,Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050035.00,0035.00
55,2020,18-Mar-20,1809,18-Mar-20,1423,WEDNESDAY,Race/Ethnicity               ,East And Southeast Asian   ,HC SUSPECTED,1430,Assault Level 1,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
65,2020,23-Jul-20,1622,20-Jul-20,2200,MONDAY,Race/Ethnicity               ,South Asian                ,HC SUSPECTED,2140,Theft <$5000,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
88,2017,19-Apr-17,1813,19-Apr-17,1650,WEDNESDAY,Religion                     ,Other Religion             ,HC SUSPECTED,2176,Mischief Religious Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050035.00,0035.00
102,2017,23-May-17,1239,22-May-17,120,MONDAY,Religion                     ,Catholic                   ,HC SUSPECTED,2176,Mischief Religious Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
104,2020,12-Aug-20,1018,12-Aug-20,800,WEDNESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050035.00,0035.00
109,2017,20-Jun-17,1123,20-Jun-17,1123,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
148,2016,2-Apr-16,1414,2-Apr-16,1414,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
191,2016,29-Sep-16,1105,29-Sep-16,1105,THURSDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
203,2017,19-Jun-17,1552,19-Jun-17,1552,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
214,2016,30-Aug-16,1623,30-Aug-16,1623,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
218,2017,19-Jul-17,813,19-Jul-17,813,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
220,2017,19-Sep-17,1452,19-Sep-17,1040,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
232,2017,27-Jun-17,952,27-Jun-17,952,TUESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
247,2015,12-Aug-15,849,12-Aug-15,849,WEDNESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050035.00,0035.00
275,2018,1-Apr-18,1822,1-Apr-18,1615,SUNDAY,Religion                     ,Muslim                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050035.00,0035.00
308,2020,17-Apr-20,1926,17-Apr-20,1926,FRIDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,1627,Threats Utter To Person,Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
345,2020,12-Aug-20,922,12-Aug-20,830,WEDNESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,3560,Public Incitement Of Hatred,Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050035.00,0035.00
380,2018,18-Dec-18,2351,18-Dec-18,2030,TUESDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
434,2018,1-Dec-18,604,1-Dec-18,604,SATURDAY,Race/Ethnicity               ,Black                      ,HC SUSPECTED,1625,Harass Stalking,Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
462,2017,9-Dec-17,1357,6-Dec-17,2300,WEDNESDAY,Race/Ethnicity               ,Other Similar Factor       ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
465,2016,31-Mar-16,1441,31-Mar-16,1441,THURSDAY,Religion                     ,Muslim                     ,HC CONFIRMED,1430,Assault Level 1,Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050042.00,0042.00
549,2019,11-Jul-19,1611,10-Jul-19,1800,WEDNESDAY,Religion                     ,Catholic                   ,HC CONFIRMED,2176,Mischief Hate Cultrl/Rel Prop,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050035.00,0035.00
606,2019,28-Aug-19,1625,28-Aug-19,1625,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
618,2019,14-Jul-19,1205,14-Jul-19,1205,SUNDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
629,2017,27-Sep-17,1401,27-Sep-17,1401,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,West Centertown,Ottawa,ON,CAN,22,Central,5050041.00,0041.00
58,2015,30-Jun-15,617,29-Jun-15,2100,MONDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Westboro,Ottawa,ON,CAN,21,Central,5050033.01,0033.01
138,2019,21-Mar-19,1501,21-Mar-19,1501,THURSDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,1627,Threats Utter To Person,Not Cleared,Westboro,Ottawa,ON,CAN,21,Central,5050032.02,0032.02
160,2015,28-Dec-15,1207,27-Dec-15,1700,SUNDAY,Religion                     ,Jewish                     ,HC SUSPECTED,2170,Mischief To Property,Not Cleared,Westboro,Ottawa,ON,CAN,21,Central,5050033.01,0033.01
201,2016,2-Aug-16,854,2-Aug-16,854,TUESDAY,Religion                     ,Muslim                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Westboro,Ottawa,ON,CAN,21,Central,5050045.00,0045.00
276,2020,3-Oct-20,1843,2-Oct-20,727,FRIDAY,Race/Ethnicity               ,Aboriginal                 ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Westboro,Ottawa,ON,CAN,21,Central,5050045.00,0045.00
407,2019,24-Oct-19,922,23-Oct-19,2100,WEDNESDAY,Sex                          ,Female                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Westboro,Ottawa,ON,CAN,21,Central,5050045.00,0045.00
653,2015,18-Oct-15,1021,17-Oct-15,2000,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Westboro,Ottawa,ON,CAN,21,Central,5050033.02,0033.02
133,2020,6-Nov-20,927,6-Nov-20,927,FRIDAY,Religion                     ,Muslim                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Whitehaven - Queensway Terrace North,Ottawa,ON,CAN,14,West,5050028.00,0028.00
139,2017,5-Jul-17,1103,30-Jun-17,2200,FRIDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Whitehaven - Queensway Terrace North,Ottawa,ON,CAN,14,West,5050025.00,0025.00
317,2020,4-Sep-20,119,4-Sep-20,100,FRIDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Cleared,Whitehaven - Queensway Terrace North,Ottawa,ON,CAN,14,West,5050028.00,0028.00
421,2018,29-May-18,1225,24-May-18,820,THURSDAY,Religion                     ,Muslim                     ,HC SUSPECTED,1430,Assault Level 1,Not Cleared,Whitehaven - Queensway Terrace North,Ottawa,ON,CAN,14,West,5050028.00,0028.00
509,2019,18-Sep-19,1306,18-Sep-19,1306,WEDNESDAY,Religion                     ,Jewish                     ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Whitehaven - Queensway Terrace North,Ottawa,ON,CAN,14,West,5050025.00,0025.00
456,2018,5-Nov-18,1448,3-Nov-18,1117,SATURDAY,Religion                     ,Jewish                     ,HC CONFIRMED,1627,Threats Utter To Person,Not Cleared,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ottawa,ON,CAN,15,West,5050135.01,0135.01
596,2018,28-Aug-18,919,28-Aug-18,919,TUESDAY,Race/Ethnicity               ,Black                      ,HC CONFIRMED,2170,Mischief To Property,Not Cleared,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Ottawa,ON,CAN,15,West,5050135.03,0135.03
